,solution_0,solution_1,solution_2,solution_3,solution_4,solution_5,solution_6,solution_7,solution_8,solution_9,solution_10,solution_11,solution_12,solution_13,solution_14,solution_15,solution_16,solution_17,solution_18,solution_19,solution_20,solution_21,solution_22,solution_23,solution_24,solution_25,solution_26,solution_27,solution_28,solution_29,solution_30,solution_31,solution_32,solution_33,solution_34,solution_35,solution_36,solution_37,solution_38,solution_39,solution_40,solution_41,solution_42,solution_43,solution_44,solution_45,solution_46,solution_47,solution_48,solution_49,solution_50,solution_51,solution_52,solution_53,solution_54,solution_55,solution_56,solution_57,solution_58,solution_59,solution_60,solution_61,solution_62,solution_63,objective,measures_0,measures_1,measures_2,measures_3,measures_4,measures_5,measures_6,measures_7,threshold,index
0,1.835961598862117,-1.81391721226981,-1.966272316234502,-13.25577225169845,-0.5071127128529254,3.5468439061523864,1.739608758413198,-3.2471417716269424,1.6235036230060862,14.49945170796541,6.728775792109291,-0.8105893127916085,-1.267810937088542,6.263196599648236,-1.1921713732750931,0.02653122290548182,5.227786923632055,4.6162051487451645,-3.4141077660998724,7.2846912871533815,0.8704684944304786,-3.1156312745025594,-7.440209026613203,-5.573965510031737,6.446465274385502,-7.787820296820772,-4.164957287701993,-0.14900983457381836,4.92685600350445,5.86767032571807,-1.3862474088603949,-4.725043943741523,-0.5220228098889979,4.14572978855353,-2.8523000304658326,2.8969212108940754,-3.900486209628993,3.5878800151350605,-0.9231356232182856,-2.612774471997336,8.323541015452902,-3.7089880852034836,4.314534811263444,-2.004023408500871,-0.6117651762068955,3.04904900585819,-6.4244960090102285,9.955794922952576,-0.9342744434501484,-0.4195959208317942,2.2731254736286637,10.91003500037007,-9.165173005415902,0.7856301562084297,-3.6906876427485815,5.667228494912323,4.979356154259918,-5.274073942843829,-4.728596859974205,2.011604835453864,-5.010717354427454,4.551170639200868,-2.7341156127390676,-1.1896968744997622,221.20187765266581,0.14870712161064148,0.017180077731609344,-0.025656161829829216,-0.04454163461923599,0.09537465125322342,0.03616245463490486,-0.29940706491470337,-0.30859601497650146,221.18539728063686,11895
1,1.2667047570451957,1.9051840147332357,-0.38201750734073964,-1.539693932207475,-6.562533129024306,-5.443275335390182,2.881772021097023,0.19929407463246696,-4.371083446690821,-0.61323120390477,-2.202997070745708,-0.6731000477875687,1.7561398886291886,0.9953367997171674,1.2333045597041634,-5.193110166261526,-4.050697945871992,-5.120482070321978,1.9629323397950011,-0.5759862590102653,5.261577615554343,-8.595317872988797,0.42162478479476545,-2.955729739662528,3.281343568203515,-10.060661448172635,-5.926100582546207,-4.738479683902852,-3.3545977701554577,-11.228568521434255,-3.4891699068445203,10.925947020653432,-5.174740380340652,6.393600861581052,-1.1430665994171874,-2.238312794874705,-1.477465739239189,5.760805136108963,-0.2790546261841561,4.221365212254242,1.5399528229713866,1.5705758151547031,-2.994181678263439,13.02308678335048,0.6651990782126682,-5.784647705011674,-3.802901298716616,-1.6036540875232514,-10.75481024516137,9.598322485823099,-5.460037775631178,-8.371766554986248,2.2610877192877865,-5.801818867159674,-1.1561568507562354,-1.1259928237994867,-6.697309058224314,-14.31398261267588,0.07442557352408867,-2.785535449479991,3.4630278779325074,-1.0777704468196032,-11.067646140312203,5.704906640239748,-115.47946751708699,0.5921779870986938,-0.38213062286376953,0.004050113260746002,0.21978212893009186,0.1646459698677063,-0.3470306694507599,-0.3749183714389801,0.4058225452899933,-143.07821650452334,32088
2,1.8961658813277975,-4.464322132356162,-1.9041780210195052,-12.322438146650962,-1.5044768933473633,1.9240756078480747,-0.9956323645033662,-2.326783066158029,2.554000013849197,13.80106860852894,6.290793559092369,-1.083456050592107,-0.926859150732058,4.894071205915849,-0.3750464994609572,0.4276155547967885,2.9515445683187935,3.6767273290139166,-2.496240283582714,9.302374550455527,-0.014838925830602145,-4.139324185774147,-6.809092492078729,-4.029522685641754,4.456236796582489,-7.725952893270385,-3.5223028861302725,-1.2454745973995682,5.796976402986342,3.5180328265366163,-0.0800820306848668,-4.177627903678712,-0.22495339224406277,2.72434615801935,0.1710938979350336,1.7150937313752177,-2.0499745437428323,3.0347575812005854,-5.15293318967926,-0.7301418126122866,7.5107985055503015,-3.982989567123026,4.94994256834321,-2.6155017086076136,-2.645420669497536,2.3319464645007675,-4.695368253167459,7.9397935689177785,-0.9341135417700315,0.9358277600305032,0.33124240525376203,9.488782139317335,-7.180620901585373,2.5521865710196834,-2.7063057485680813,5.595218871958458,5.904197537243057,-5.787563145559638,-5.3648736073840855,0.1891816072692606,-2.4390956389674026,4.059439197629054,-2.592205251437053,-2.8708098194211678,264.46880955370546,-0.07271438091993332,-0.16303347051143646,-0.1311657726764679,0.0019729856867343187,-0.15470580756664276,-0.08439646661281586,-0.21203190088272095,-0.26882070302963257,258.2079908789189,47003
3,1.974364998011448,-2.4725936744651573,-1.6589439531512773,-12.131974885787674,-0.8775549153129363,3.347952341217133,1.5822457101986087,-3.3376892361445076,2.0687608101725816,13.768634523339779,6.558809711383339,0.3328541425154674,-1.9543203783928094,6.418614920558305,-0.6334543907178591,0.23190868237283072,4.950229504437987,4.750503803157988,-3.3656013076349174,7.786748363347123,0.41226494127493174,-2.716715972543818,-7.938665646009944,-5.3696338150793945,5.946689732541344,-7.689377884265931,-3.5942673888070065,-0.7768291991443113,5.063228993807378,5.462286665872218,-0.7173692502708445,-4.310306327894313,-0.7630944333457502,4.2949713498551345,-2.135073436768755,2.134725476061295,-3.3350625075349183,3.4407953201118477,-1.8434803560921866,-1.9396421625582596,8.377446693936777,-4.04460487031534,4.346225389790646,-2.2742334726764755,-1.1969508466821588,3.128734076026071,-5.54198343641676,10.04585353773409,-0.8866276519725468,-0.30325105127102103,1.9762886221993146,10.29376750548173,-8.488143875493677,1.1030887354416543,-3.78783391647052,4.7645806782953235,4.995782095728759,-5.320862731879941,-4.198953301160403,0.9506312114742772,-4.400858642395039,4.830599842883505,-2.6370654952487635,-0.33800107442701327,212.65171464591648,-0.09863781183958054,-0.0745067447423935,0.07583551108837128,0.05973164737224579,-0.1667247712612152,0.03504258394241333,-0.22501686215400696,-0.17730587720870972,149.55135852067892,27403
4,3.972908055016002,-4.466701509098547,2.6378741969615107,-8.908548028716233,3.8544524084287795,0.22997393473014516,-1.653578734952457,0.19264934773644182,-1.4973746108764792,8.816408272008,4.568098981912209,-0.2545886717741495,0.48266422069723697,4.935859318505616,-0.7722651929614506,-1.3672409500068954,3.9084338260579496,2.5729769646924954,2.1096363975259167,4.229485965922273,-2.9855024587860823,-3.7348395317155902,-6.063218705963201,-4.982540894443581,4.902887384874928,-3.9233028725589603,-6.421809886467382,-6.173080777552477,2.4764261465057014,-1.9468519706719998,-1.2384210829556217,-2.508159085452397,2.5572425149996603,2.7412656051668356,-1.3622675959908697,4.362742856279711,-3.768810399871557,2.3351938186117422,-4.762071444549846,0.015101105000254772,5.254698651701936,-3.9770419065353266,1.1106923879241548,-0.6965451841436322,-0.6589032840154376,-1.9773082400775723,-3.8781109316411335,3.3570297185907014,-1.3544068314982172,-1.5448552123933277,-0.41620618432075196,0.8683259632762936,-3.91198158561074,2.2379674533212546,-0.41657964816127535,6.898107833727181,4.268135115087747,-4.236137283839451,-2.1050461463053916,-0.14804968792627865,3.489172665872434,2.581227458861253,-0.8619573724409758,-0.3159784100562786,245.86068530594738,0.0373980775475502,-0.17005231976509094,0.12267829477787018,0.06961572170257568,-0.19136984646320343,-0.32959821820259094,0.1683717966079712,-0.3101435899734497,233.81052502230955,31762
5,2.5993814016837984,-2.729146273661324,-2.5978571887744084,-13.776089701121307,-1.0927239354242293,3.1526123207815324,1.5180679707667948,-3.2134163197957055,1.0525540385869308,13.863955426893986,7.42301145991232,-1.082273704856339,-2.00239196234564,5.9858969062545535,-1.4801817488305773,-0.37702615738323764,5.263089149042548,5.004680845737762,-3.136214522307598,7.520109816509387,1.3386874052691757,-3.1962495045698276,-7.984763778494773,-5.422694810845008,6.095530598467585,-7.583323500505619,-4.227947820413491,-1.2400364748641421,6.0954665385415545,6.5380317868556,-0.6445341153714748,-4.035032325374751,-0.5626512607872105,4.118583737658805,-3.025959947395017,2.2519628224918677,-3.0443357181320203,3.979279049105263,-1.718842413545912,-2.989236023797448,8.047533326107853,-3.5313760328303614,4.196518905394344,-1.8550146363802305,-2.069362674203227,3.1949240787304154,-5.452117624514796,9.264803359618588,-1.8490146607989628,-0.7674521156136842,2.406579463499089,8.894020629627315,-9.102945725623186,0.003652855876215555,-4.4986399942679105,4.797684326834033,4.124738730846465,-4.993820411256157,-5.211444117969721,1.8452410528608392,-4.6457087945357625,4.5301305475627816,-2.6784411513563966,-0.6464335153583946,216.02533159141063,0.07357653230428696,0.18955597281455994,-0.053226977586746216,-0.05465007945895195,-0.16697931289672852,0.0036584571935236454,0.06741460412740707,-0.04258381202816963,215.91912070101236,49952
6,1.5565241490158679,-1.7345707478592443,-1.671106535041889,-11.9188760566459,-0.5832107021470849,2.77660515438855,1.18503639612362,-3.445504616522375,1.320034468383412,13.317408829275978,6.284133599677382,0.38938934842883677,-1.3307538321153838,5.75733383374087,-1.4431740680977692,-0.3629150583347992,4.373906712924455,4.475186174329125,-3.7892998866936103,7.564768734491974,0.647181215932938,-2.9802441161513507,-8.43768402953333,-6.293360368507234,5.859882828876879,-6.813093287531326,-4.311695844460292,-1.2519472535917453,4.438501514156724,4.7310213038307465,-0.5212986576370315,-4.618323781402603,-0.6314091823034033,4.260050390978048,-2.655052844214878,3.2888245297841094,-2.4713027263655905,3.6931523095453445,-2.209341223167702,-1.6084957255406989,7.962958256781976,-3.7134375214957402,3.129379164040298,-1.51017916686917,-1.1269707301569878,2.9569787412621165,-5.39333369701865,9.250866918487215,-1.6235982263491728,0.44077710946604887,1.7046758886807754,10.03766567153936,-8.630180534344724,1.3236629376966194,-3.2034238612525194,4.057398182899196,4.85611244130153,-5.16735474579849,-5.265612168347713,1.0842976723593638,-3.180394686668241,4.424374922849659,-2.593668352198046,-1.4277565697190784,211.51321022669583,-0.014153868891298771,-0.16201016306877136,0.12393248081207275,-0.05615473911166191,-0.044958386570215225,0.07414565235376358,-0.2501561641693115,-0.28312575817108154,205.65323755214925,16320
7,5.46836355373185,7.874491336196714,5.974490107371242,-1.6066336234187715,2.75689455796752,-2.7714440145242287,2.3416460146272158,-2.067698579653034,-0.681294929039562,0.025032238392021622,-8.638010987864838,1.282567030181693,4.217349556354744,-9.65799890764537,-19.216021866113625,10.891771962326075,-9.928236530149846,-10.680715041396883,4.6245050117293385,-24.901403258566702,-0.7892419897528086,5.773193205345306,-3.365125190654148,2.7191151491766767,1.8921561969864684,0.13694144695191957,-6.576148268440528,-0.16312229953511564,-1.3193277606575309,-0.8879031533640905,-8.780660524915206,5.469124531913825,1.4796852780948715,-6.343315379395307,1.1008048234712433,2.3024201612530777,-1.3624395317179752,-1.7465880311848425,0.5287001791132906,3.374948743679237,-5.448781833117961,5.760632439764376,5.903276841738264,3.21200272715259,-8.876518368052658,-6.698474525264926,14.800711624426613,-4.317494658666388,-1.0189247263909542,-6.908889916889815,6.063572619090611,3.1689896516971214,0.7895877554162547,9.14524713087287,2.625724275023724,-3.2263283658131208,-5.7595135605404755,-3.995174206541834,0.6878077644627043,6.578422997212205,11.850692746050708,-6.1019504187592855,6.482866812966374,-8.527944758479455,214.27373764099997,0.5249744653701782,0.14978958666324615,-0.10813318192958832,0.13663217425346375,0.009420114569365978,-0.13911598920822144,-0.14452938735485077,-0.07659443467855453,214.0434793673477,47523
8,6.492153753315275,7.608441193843293,5.663172793856707,-2.718668197064402,3.240327179250215,-3.098941491348918,1.4185222901356265,-2.2242386174412427,-0.6846771533422996,0.33851518780775997,-9.367436026570616,1.4540280128316458,3.2269991477123945,-9.374223956174232,-18.668040105007307,9.66150690367857,-9.749976641972351,-11.432282747772623,4.78110070328568,-25.898789520395457,-1.0679813247530099,5.382200629696589,-2.04368930654261,3.0934397316897178,0.2511687038926985,0.5976638487197388,-6.183114692546263,-0.35152698207601,-1.1993557737026168,1.1203960672951054,-7.776824426065564,5.88714558927035,1.3241671265252422,-7.548804064309724,1.5629906239066373,2.594653706934985,-1.6244576918930176,-2.969603429349919,-0.9798138103493885,3.043395152751199,-5.348832675652363,5.331059561088211,5.669923350386956,3.555768653867019,-8.93392423671427,-6.882838831855961,13.793556276551639,-3.8000886454910203,-0.6238762619436321,-7.041124762675752,4.515151468684788,2.870018749253094,-0.49285373609578165,8.28150349064407,2.071760379621831,-2.6521036241072897,-5.09678585874663,-4.426926474453591,0.3502820966107081,5.099237783409185,11.683656036851518,-5.386638379144221,6.022922225105304,-8.884525046134815,212.77814544081355,0.4043275713920593,-0.031199607998132706,-0.1284961998462677,-0.13867369294166565,0.1121000424027443,-0.1588406264781952,-0.08373107016086578,-0.12727397680282593,210.60259104232716,2792
9,2.4384638304979616,-2.1658039677063465,-1.3590836087750326,-13.61977809700486,-1.2576803204701852,3.2596043384436806,1.788910546038824,-3.2194529178812124,1.5155873591546942,14.049534156119563,7.009903151124101,-0.7532673270474701,-2.3471214363170887,6.520266878470955,-1.6371118587132447,0.13417528521783817,4.370337992312462,4.769964554116556,-2.854505295401623,6.833033597756852,1.4739995910334431,-3.828234000304244,-7.437909164636356,-5.319602207721434,6.105494636915552,-8.434792782288772,-4.071998758154591,-0.6700686839993651,5.143676479695463,6.664428732506309,-1.5292666516958557,-4.150610682112543,-0.7689825136531896,4.622031499549931,-2.6805264707253142,3.245135418963005,-3.1917426120736216,4.0230826893682385,-1.8593264030373062,-2.813605526106202,7.896119338437839,-3.386399882517915,4.939932650793626,-1.8510450685154052,-1.2278349429444433,2.4698927511347684,-5.086558299403015,9.57475413002589,-1.2342388951337875,-0.3490359353924289,2.5016610381411066,10.27121399355874,-9.315849002839185,0.011139398307483034,-4.04592660580207,5.511573286308887,4.459872920554829,-4.823091012467263,-5.572050694321883,1.657577522700453,-4.487424018663509,4.121021499096826,-2.283266926765778,-0.8233371987774718,220.11345594911938,-0.18196052312850952,0.04554526507854462,0.034621935337781906,-0.09490586817264557,0.027321185916662216,-0.04797889292240143,-0.25449103116989136,-0.2942183315753937,219.37398691125378,33093
